ticker	company	sector_name	avg_currency_correlation	avg_annual_return	exposure_category	interpretation	analysis_type	generated_at
CI	Cigna	Health Care	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
CHTR	Charter Communications	Telecommunications	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
CHS.V	Chs	Food Production	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
CAT	Caterpillar	Construction And Farm Machinery	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
CAH	Cardinal Health	Wholesalers	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
C	Citigroup	Commercial Banks	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
BBY	Best Buy	Specialty Retailers	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
BA	Boeing	Aerospace, Defense	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
GS	Goldman Sachs Group	Commercial Banks	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
AXP	American Express	Diversified Financials	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
ATT.L	At&T	Telecommunications	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
AMZN	Amazon	Financial Services	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
ALL	Allstate	Insurance	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
AIG	Aig	Insurance	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
ADM	Archer Daniels Midland	Food Production	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
ACI	Albertsons	Food & Drug Stores	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
ABBV	Abbvie	Pharmaceutical	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
AAPL	Apple	Computers, Office Equipment	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
COF	Capital One Financial	Commercial Banks	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
COLA.WA	Coca-Cola	Beverage	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
COP	Conocophillips	Mining, Crude-Oil Production	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
COR	Cencora	Wholesalers	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
GOOGL	Alphabet	Internet Services And Retailing	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
GM	General Motors	Motor Vehicles & Parts	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
GE	General Electric	Industrial Machinery	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
FNMA	Fannie Mae	Diversified Financials	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
FMCC	Freddie Mac	Diversified Financials	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
FDX	Fedex	Mail, Package, And Freight Delivery	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
F	Ford Motor	Motor Vehicles & Parts	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
ET	Energy Transfer	Pipelines	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
EPD	Enterprise Products Partners	Pipelines	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
ELV	Elevance Health	Health Care	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
DOW	Dow	Chemicals	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
DIS	Walt Disney	Entertainment	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
DELL	Dell Technologies	Computers, Office Equipment	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
DE	Deere	Construction And Farm Machinery	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
DAL	Delta Air Lines	Airlines	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
CVX	Chevron	Petroleum Refining	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
CVS	Cvs	Health Care	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
CSCO	Cisco Systems	Network And Other Communications Equipment	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
COST	Costco	General Merchandisers	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
XOM	Exxon Mobil	Petroleum Refining	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
