ticker	company	sector_name	avg_currency_correlation	avg_annual_return	exposure_category	interpretation	analysis_type	generated_at
CSCO	Cisco Systems	Network and Other Communications Equipment	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
HD	Home Depot	Specialty Retailers: Other	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
HCA	HCA Healthcare	Health Care: Medical Facilities	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
GSBD	Goldman Sachs	Commercial Banks	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
GOOGL	Alphabet	Internet Services and Retailing	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
GM	General Motors	Motor Vehicles & Parts	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
GD	General Dynamics	Aerospace & Defense	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
FNMA	Fannie Mae	Diversified Financials	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
FMCC	Freddie Mac	Diversified Financials	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
FDX	FedEx	Mail, Package and Freight Delivery	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
F	Ford Motor	Motor Vehicles & Parts	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
ET	Energy Transfer	Pipelines	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
EPD	Enterprise Products Partners	Pipelines	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
ELV	Elevance Health	Health Care: Insurance and Managed Care	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
DIS	Walt Disney	Entertainment	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
DELL	Dell Technologies	Computers, Office Equipment	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
DE	Deere	Construction and Farm Machinery	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
DAL	Delta Airlines	Airlines	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
CVX	Chevron	Petroleum Refining	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
CVS	CVS Health	Health Care: Pharmacy and Other Services	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
XOM	Exxon Mobil	Petroleum Refining	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 20:42:25.010028
